Symbol,Alias,SrcDbId,SrcName
LRP1,alpha-2-macroglobulin receptor,6692,HGNC
LRP1,low density lipoprotein receptor-related protein 1,6692,HGNC
LRP1,LDL receptor related protein 1,4035,NCBI Gene
LRP1,A2MR,4035,NCBI Gene
LRP1,APOER,4035,NCBI Gene
LRP1,APR,4035,NCBI Gene
LRP1,CD91,4035,NCBI Gene
LRP1,DDH3,4035,NCBI Gene
LRP1,IGFBP-3R,4035,NCBI Gene
LRP1,IGFBP3R,4035,NCBI Gene
LRP1,IGFBP3R1,4035,NCBI Gene
LRP1,KPA,4035,NCBI Gene
LRP1,LRP,4035,NCBI Gene
LRP1,LRP1A,4035,NCBI Gene
LRP1,TGFBR5,4035,NCBI Gene
LRP1,prolow-density lipoprotein receptor-related protein 1,4035,NCBI Gene
LRP1,TbetaR-V/LRP-1/IGFBP-3 receptor,4035,NCBI Gene
LRP1,alpha-2-macroglobulin receptor,4035,NCBI Gene
LRP1,apolipoprotein E receptor,4035,NCBI Gene
LRP1,low density lipoprotein receptor-related protein 1,4035,NCBI Gene
LRP1,type V tgf-beta receptor,4035,NCBI Gene
LRP1,LDL receptor related protein 1,ENSG00000123384,Ensembl
LRP1,A2MR,ENSG00000123384,Ensembl
LRP1,APOER,ENSG00000123384,Ensembl
LRP1,APR,ENSG00000123384,Ensembl
LRP1,CD91,ENSG00000123384,Ensembl
LRP1,IGFBP-3R,ENSG00000123384,Ensembl
LRP1,IGFBP3R1,ENSG00000123384,Ensembl
LRP1,LRP,ENSG00000123384,Ensembl
LRP1,LRP1A,ENSG00000123384,Ensembl
LRP2,gp330,ENSG00000081479,Ensembl
LRP2,DBS,ENSG00000081479,Ensembl
LRP2,LDL receptor related protein 2,ENSG00000081479,Ensembl
LRP2,megalin,4036,NCBI Gene
LRP2,glycoprotein 330,4036,NCBI Gene
LRP2,calcium sensor protein,4036,NCBI Gene
LRP2,Heymann nephritis antigen homolog,4036,NCBI Gene
LRP2,low-density lipoprotein receptor-related protein 2,4036,NCBI Gene
LRP2,LRP-2,4036,NCBI Gene
LRP2,gp330,4036,NCBI Gene
LRP2,DBS,4036,NCBI Gene
LRP2,LDL receptor related protein 2,4036,NCBI Gene
LRP2,low density lipoprotein receptor-related protein 2,6694,HGNC
LRP2,megalin,6694,HGNC
LRP2,DBS,6694,HGNC
LRP2,gp330,6694,HGNC
LRP2,LDL receptor related protein 2,6694,HGNC
LRP4,MEGF7,6696,HGNC
LRP4,LDL receptor related protein 4,6696,HGNC
LRP4,CLSS,6696,HGNC
LRP4,LRP-4,6696,HGNC
LRP4,SOST2,6696,HGNC
LRP4,multiple EGF like domains 7,6696,HGNC
LRP4,low density lipoprotein receptor-related protein 4,6696,HGNC
LRP4,LDL receptor related protein 4,4038,NCBI Gene
LRP4,CLSS,4038,NCBI Gene
LRP4,CMS17,4038,NCBI Gene
LRP4,LRP-4,4038,NCBI Gene
LRP4,LRP10,4038,NCBI Gene
LRP4,MEGF7,4038,NCBI Gene
LRP4,SOST2,4038,NCBI Gene
LRP4,low-density lipoprotein receptor-related protein 4,4038,NCBI Gene
LRP4,multiple EGF like domains 7,4038,NCBI Gene
LRP4,multiple epidermal growth factor-like domains 7,4038,NCBI Gene
LRP4,LDL receptor related protein 4,ENSG00000134569,Ensembl
LRP4,CLSS,ENSG00000134569,Ensembl
LRP4,LRP-4,ENSG00000134569,Ensembl
LRP4,MEGF7,ENSG00000134569,Ensembl
LRP4,SOST2,ENSG00000134569,Ensembl
LRP5,LDL receptor related protein 5,6697,HGNC
LRP5,LR3,6697,HGNC
LRP5,BMND1,6697,HGNC
LRP5,HBM,6697,HGNC
LRP5,OPS,6697,HGNC
LRP5,OPTA1,6697,HGNC
LRP5,VBCH2,6697,HGNC
LRP5,EVR4,6697,HGNC
LRP5,osteoporosis pseudoglioma syndrome,6697,HGNC
LRP5,exudative vitreoretinopathy 1,6697,HGNC
LRP5,low density lipoprotein receptor-related protein 5,6697,HGNC
LRP5,LDL receptor related protein 5,4041,NCBI Gene
LRP5,BMND1,4041,NCBI Gene
LRP5,EVR1,4041,NCBI Gene
LRP5,EVR4,4041,NCBI Gene
LRP5,HBM,4041,NCBI Gene
LRP5,LR3,4041,NCBI Gene
LRP5,LRP-5,4041,NCBI Gene
LRP5,LRP-7,4041,NCBI Gene
LRP5,LRP7,4041,NCBI Gene
LRP5,OPPG,4041,NCBI Gene
LRP5,OPS,4041,NCBI Gene
LRP5,OPTA1,4041,NCBI Gene
LRP5,PCLD4,4041,NCBI Gene
LRP5,VBCH2,4041,NCBI Gene
LRP5,low-density lipoprotein receptor-related protein 5,4041,NCBI Gene
LRP5,low density lipoprotein receptor-related protein 5,4041,NCBI Gene
LRP5,low density lipoprotein receptor-related protein 7,4041,NCBI Gene
LRP5,LDL receptor related protein 5,ENSG00000162337,Ensembl
LRP5,BMND1,ENSG00000162337,Ensembl
LRP5,EVR1,ENSG00000162337,Ensembl
LRP5,EVR4,ENSG00000162337,Ensembl
LRP5,HBM,ENSG00000162337,Ensembl
LRP5,LR3,ENSG00000162337,Ensembl
LRP5,LRP7,ENSG00000162337,Ensembl
LRP5,OPPG,ENSG00000162337,Ensembl
LRP5,OPS,ENSG00000162337,Ensembl
LRP5,OPTA1,ENSG00000162337,Ensembl
LRP5,VBCH2,ENSG00000162337,Ensembl
LRP6,ADCAD2,ENSG00000070018,Ensembl
LRP6,LDL receptor related protein 6,ENSG00000070018,Ensembl
LRP6,LRP-6,4040,NCBI Gene
LRP6,low-density lipoprotein receptor-related protein 6,4040,NCBI Gene
LRP6,STHAG7,4040,NCBI Gene
LRP6,ADCAD2,4040,NCBI Gene
LRP6,LDL receptor related protein 6,4040,NCBI Gene
LRP6,low density lipoprotein receptor-related protein 6,6698,HGNC
LRP6,ADCAD2,6698,HGNC
LRP6,LDL receptor related protein 6,6698,HGNC
LRP8,LDL receptor related protein 8,6700,HGNC
LRP8,APOER2,6700,HGNC
LRP8,MCI1,6700,HGNC
LRP8,LRP-8,6700,HGNC
LRP8,HSZ75190,6700,HGNC
LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",6700,HGNC
LRP8,LDL receptor related protein 8,7804,NCBI Gene
LRP8,APOER2,7804,NCBI Gene
LRP8,HSZ75190,7804,NCBI Gene
LRP8,LRP-8,7804,NCBI Gene
LRP8,MCI1,7804,NCBI Gene
LRP8,low-density lipoprotein receptor-related protein 8,7804,NCBI Gene
LRP8,ApoE receptor 2,7804,NCBI Gene
LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",7804,NCBI Gene
LRP8,LDL receptor related protein 8,ENSG00000157193,Ensembl
LRP8,APOER2,ENSG00000157193,Ensembl
LRP8,HSZ75190,ENSG00000157193,Ensembl
LRP8,LRP-8,ENSG00000157193,Ensembl
LRP8,MCI1,ENSG00000157193,Ensembl
LRPAP1,low density lipoprotein receptor-related protein associated protein 1,4043,NCBI Gene
LRPAP1,low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1),4043,NCBI Gene
LRPAP1,LDL receptor related protein associated protein 1,ENSG00000163956,Ensembl
LRPAP1,A2MRAP,ENSG00000163956,Ensembl
LRPAP1,Alpha-2-MRAP,ENSG00000163956,Ensembl
LRPAP1,HBP44,ENSG00000163956,Ensembl
LRPAP1,RAP,ENSG00000163956,Ensembl
LRPAP1,39 kDa receptor-associated protein,4043,NCBI Gene
LRPAP1,alpha-2-macroglobulin receptor-associated protein,4043,NCBI Gene
LRPAP1,Alpha-2-MRAP,4043,NCBI Gene
LRPAP1,RAP,4043,NCBI Gene
LRPAP1,MYP23,4043,NCBI Gene
LRPAP1,MRAP,4043,NCBI Gene
LRPAP1,HBP44,4043,NCBI Gene
LRPAP1,A2RAP,4043,NCBI Gene
LRPAP1,A2MRAP,4043,NCBI Gene
LRPAP1,LDL receptor related protein associated protein 1,4043,NCBI Gene
LRPAP1,low density lipoprotein receptor-related protein associated protein 1,6701,HGNC
LRPAP1,low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1),6701,HGNC
LRPAP1,Alpha-2-MRAP,6701,HGNC
LRPAP1,HBP44,6701,HGNC
LRPAP1,LDL receptor related protein associated protein 1,6701,HGNC
LRRK2,ROCO2,ENSG00000188906,Ensembl
LRRK2,RIPK7,ENSG00000188906,Ensembl
LRRK2,PARK8,ENSG00000188906,Ensembl
LRRK2,FLJ45829,ENSG00000188906,Ensembl
LRRK2,DKFZp434H2111,ENSG00000188906,Ensembl
LRRK2,leucine rich repeat kinase 2,ENSG00000188906,Ensembl
LRRK2,augmented in rheumatoid arthritis 17,120892,NCBI Gene
LRRK2,leucine-rich repeat serine/threonine-protein kinase 2,120892,NCBI Gene
LRRK2,ROCO2,120892,NCBI Gene
LRRK2,RIPK7,120892,NCBI Gene
LRRK2,PARK8,120892,NCBI Gene
LRRK2,dardarin,120892,NCBI Gene
LRRK2,AURA17,120892,NCBI Gene
LRRK2,leucine rich repeat kinase 2,120892,NCBI Gene
LRRK2,Parkinson disease (autosomal dominant) 8,18618,HGNC
LRRK2,dardarin,18618,HGNC
LRRK2,RIPK7,18618,HGNC
LRRK2,FLJ45829,18618,HGNC
LRRK2,DKFZp434H2111,18618,HGNC
LRRK2,ROCO2,18618,HGNC
LRRK2,leucine rich repeat kinase 2,18618,HGNC
LSS,lanosterol synthase,6708,HGNC
LSS,OSC,6708,HGNC
LSS,Oxidosqualene-lanosterol cyclase,6708,HGNC
LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",6708,HGNC
LSS,lanosterol synthase,4047,NCBI Gene
LSS,APMR4,4047,NCBI Gene
LSS,CTRCT44,4047,NCBI Gene
LSS,HYPT14,4047,NCBI Gene
LSS,OSC,4047,NCBI Gene
LSS,"2,3-epoxysqualene-lanosterol cyclase",4047,NCBI Gene
LSS,epididymis secretory sperm binding protein,4047,NCBI Gene
LSS,hOSC,4047,NCBI Gene
LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",4047,NCBI Gene
LSS,oxidosqualene--lanosterol cyclase,4047,NCBI Gene
LSS,lanosterol synthase,ENSG00000160285,Ensembl
LSS,OSC,ENSG00000160285,Ensembl
LTA,LT-alpha,4049,NCBI Gene
LTA,lymphotoxin-alpha,4049,NCBI Gene
LTA,TNLG1E,4049,NCBI Gene
LTA,TNFSF1,4049,NCBI Gene
LTA,TNFB,4049,NCBI Gene
LTA,LT,4049,NCBI Gene
LTA,lymphotoxin alpha,4049,NCBI Gene
LTA,"lymphotoxin alpha (TNF superfamily, member 1)",6709,HGNC
LTA,TNF superfamily member 1,6709,HGNC
LTA,LT,6709,HGNC
LTA,TNFSF1,6709,HGNC
LTA,lymphotoxin alpha,6709,HGNC
LTA,"TNF superfamily, member 1",4049,NCBI Gene
LTA,TNF-beta,4049,NCBI Gene
LTA,tumor necrosis factor beta,4049,NCBI Gene
LTA,tumor necrosis factor ligand 1E,4049,NCBI Gene
LTA,tumor necrosis factor ligand superfamily member 1,4049,NCBI Gene
LTA,lymphotoxin alpha,ENSG00000226979,Ensembl
LTA,LT,ENSG00000226979,Ensembl
LTA,TNFB,ENSG00000226979,Ensembl
LTA,TNFSF1,ENSG00000226979,Ensembl
LTA4H,LTA-4 hydrolase,4048,NCBI Gene
LTA4H,testicular secretory protein Li 27,4048,NCBI Gene
LTA4H,tripeptide aminopeptidase LTA4H,4048,NCBI Gene
LTA4H,leukotriene A4 hydrolase,ENSG00000111144,Ensembl
LTA4H,leukotriene A4 hydrolase,6710,HGNC
LTA4H,leukotriene A4 hydrolase,4048,NCBI Gene
LTA4H,leukotriene A-4 hydrolase,4048,NCBI Gene
LTB4R,P2Y7,ENSG00000213903,Ensembl
LTB4R,P2RY7,ENSG00000213903,Ensembl
LTB4R,LTB4R1,ENSG00000213903,Ensembl
LTB4R,GPR16,ENSG00000213903,Ensembl
LTB4R,CMKRL1,ENSG00000213903,Ensembl
LTB4R,BLTR,ENSG00000213903,Ensembl
LTB4R,leukotriene B4 receptor,ENSG00000213903,Ensembl
LTB4R,"purinergic receptor P2Y, G-protein coupled, 7",1241,NCBI Gene
LTB4R,chemokine receptor-like 1,1241,NCBI Gene
LTB4R,chemoattractant receptor-like 1,1241,NCBI Gene
LTB4R,P2Y purinoceptor 7,1241,NCBI Gene
LTB4R,LTB4-R1,1241,NCBI Gene
LTB4R,LTB4-R 1,1241,NCBI Gene
LTB4R,G protein-coupled receptor 16,1241,NCBI Gene
LTB4R,leukotriene B4 receptor 1,1241,NCBI Gene
LTB4R,P2Y7,1241,NCBI Gene
LTB4R,P2RY7,1241,NCBI Gene
LTB4R,LTBR1,1241,NCBI Gene
LTB4R,LTB4R1,1241,NCBI Gene
LTB4R,GPR16,1241,NCBI Gene
LTB4R,CMKRL1,1241,NCBI Gene
LTB4R,BLTR,1241,NCBI Gene
LTB4R,BLT1,1241,NCBI Gene
LTB4R,leukotriene B4 receptor,1241,NCBI Gene
LTB4R,LTB4R1,6713,HGNC
LTB4R,P2Y7,6713,HGNC
LTB4R,BLTR,6713,HGNC
LTB4R,leukotriene B4 receptor,6713,HGNC
LTBP1,latent transforming growth factor beta binding protein 1,ENSG00000049323,Ensembl
LTBP1,Transforming growth factor beta-1-binding protein 1,4052,NCBI Gene
LTBP1,TGF-beta1-BP-1,4052,NCBI Gene
LTBP1,LTBP-1,4052,NCBI Gene
LTBP1,latent-transforming growth factor beta-binding protein 1,4052,NCBI Gene
LTBP1,ARCL2E,4052,NCBI Gene
LTBP1,latent transforming growth factor beta binding protein 1,4052,NCBI Gene
LTBP1,Transforming growth factor beta-1-binding protein 1,6714,HGNC
LTBP1,TGF-beta1-BP-1,6714,HGNC
LTBP1,latent transforming growth factor beta binding protein 1,6714,HGNC
LTBP2,LTBP3,ENSG00000119681,Ensembl
LTBP2,C14orf141,ENSG00000119681,Ensembl
LTBP2,latent transforming growth factor beta binding protein 2,ENSG00000119681,Ensembl
LTBP2,LTBP-2,4053,NCBI Gene
LTBP2,latent-transforming growth factor beta-binding protein 2,4053,NCBI Gene
LTBP2,latent transforming growth factor beta binding protein 2,6715,HGNC
LTBP2,chromosome 14 open reading frame 141,6715,HGNC
LTBP2,latent transforming growth factor beta binding protein 2,4053,NCBI Gene
LTBP2,C14orf141,4053,NCBI Gene
LTBP2,GLC3D,4053,NCBI Gene
LTBP2,LTBP3,4053,NCBI Gene
LTBP2,MSPKA,4053,NCBI Gene
LTBP2,MSTP031,4053,NCBI Gene
LTBP2,WMS3,4053,NCBI Gene
LTBP3,LTBP2,ENSG00000168056,Ensembl
LTBP3,latent transforming growth factor beta binding protein 3,ENSG00000168056,Ensembl
LTBP3,latent TGF beta binding protein 3,4054,NCBI Gene
LTBP3,latent-transforming growth factor beta-binding protein 3,4054,NCBI Gene
LTBP3,pp6425,4054,NCBI Gene
LTBP3,STHAG6,4054,NCBI Gene
LTBP3,LTBP2,4054,NCBI Gene
LTBP3,LTBP-3,4054,NCBI Gene
LTBP3,GPHYSD3,4054,NCBI Gene
LTBP3,DASS,4054,NCBI Gene
LTBP3,latent transforming growth factor beta binding protein 3,4054,NCBI Gene
LTBP3,latent transforming growth factor beta binding protein 3,6716,HGNC
LTBP4,latent transforming growth factor beta binding protein 4,6717,HGNC
LTBP4,LTBP-4,6717,HGNC
LTBP4,LTBP-4L,6717,HGNC
LTBP4,FLJ46318,6717,HGNC
LTBP4,FLJ90018,6717,HGNC
LTBP4,latent transforming growth factor beta binding protein 4,8425,NCBI Gene
LTBP4,ARCL1C,8425,NCBI Gene
LTBP4,LTBP-4,8425,NCBI Gene
LTBP4,LTBP4L,8425,NCBI Gene
LTBP4,LTBP4S,8425,NCBI Gene
LTBP4,latent-transforming growth factor beta-binding protein 4,8425,NCBI Gene
LTBP4,latent transforming growth factor-beta binding protein 4L,8425,NCBI Gene
LTBP4,latent transforming growth factor beta binding protein 4,ENSG00000090006,Ensembl
LTBP4,FLJ46318,ENSG00000090006,Ensembl
LTBP4,FLJ90018,ENSG00000090006,Ensembl
LTBP4,LTBP-4,ENSG00000090006,Ensembl
LTBP4,LTBP-4L,ENSG00000090006,Ensembl
LTC4S,leukotriene C4 synthase,6719,HGNC
LTC4S,MGC33147,6719,HGNC
LTC4S,leukotriene C4 synthase,4056,NCBI Gene
LTC4S,LTC4 synthase,4056,NCBI Gene
LTC4S,glutathione S-transferase LTC4,4056,NCBI Gene
LTC4S,leukotriene C4 synthase,ENSG00000213316,Ensembl
LTC4S,MGC33147,ENSG00000213316,Ensembl
LTF,lactotransferrin,6720,HGNC
LTF,HLF2,6720,HGNC
LTF,lactotransferrin,4057,NCBI Gene
LTF,GIG12,4057,NCBI Gene
LTF,HEL110,4057,NCBI Gene
LTF,HLF2,4057,NCBI Gene
LTF,LF,4057,NCBI Gene
LTF,epididymis luminal protein 110,4057,NCBI Gene
LTF,growth-inhibiting protein 12,4057,NCBI Gene
LTF,kaliocin-1,4057,NCBI Gene
LTF,lactoferricin,4057,NCBI Gene
LTF,lactoferroxin,4057,NCBI Gene
LTF,neutrophil lactoferrin,4057,NCBI Gene
LTF,talalactoferrin,4057,NCBI Gene
LTF,lactotransferrin,ENSG00000012223,Ensembl
LTF,HLF2,ENSG00000012223,Ensembl
LTK,leukocyte receptor tyrosine kinase,6721,HGNC
LTK,TYK1,6721,HGNC
LTK,leukocyte tyrosine kinase,6721,HGNC
LTK,leukocyte receptor tyrosine kinase,4058,NCBI Gene
LTK,TYK1,4058,NCBI Gene
LTK,leukocyte tyrosine kinase receptor,4058,NCBI Gene
LTK,protein tyrosine kinase 1,4058,NCBI Gene
LTK,leukocyte receptor tyrosine kinase,ENSG00000062524,Ensembl
LTK,TYK1,ENSG00000062524,Ensembl
LY96,lymphocyte antigen 96,17156,HGNC
LY96,MD-2,17156,HGNC
LY96,lymphocyte antigen 96,23643,NCBI Gene
LY96,ESOP-1,23643,NCBI Gene
LY96,MD-2,23643,NCBI Gene
LY96,MD2,23643,NCBI Gene
LY96,ly-96,23643,NCBI Gene
LY96,myeloid differentiation protein-2,23643,NCBI Gene
LY96,protein MD-2,23643,NCBI Gene
LY96,lymphocyte antigen 96,ENSG00000154589,Ensembl
LY96,MD-2,ENSG00000154589,Ensembl
LYN,"LYN proto-oncogene, Src family tyrosine kinase",6735,HGNC
LYN,JTK8,6735,HGNC
LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,6735,HGNC
LYN,"LYN proto-oncogene, Src family tyrosine kinase",4067,NCBI Gene
LYN,JTK8,4067,NCBI Gene
LYN,SAIDV,4067,NCBI Gene
LYN,p53Lyn,4067,NCBI Gene
LYN,p56Lyn,4067,NCBI Gene
LYN,tyrosine-protein kinase Lyn,4067,NCBI Gene
LYN,lck/Yes-related novel protein tyrosine kinase,4067,NCBI Gene
LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog,4067,NCBI Gene
LYN,"LYN proto-oncogene, Src family tyrosine kinase",ENSG00000254087,Ensembl
LYN,JTK8,ENSG00000254087,Ensembl
LYZ,lysozyme,ENSG00000090382,Ensembl
LYZ,lysozyme F1,4069,NCBI Gene
LYZ,c-type lysozyme,4069,NCBI Gene
LYZ,"1,4-beta-N-acetylmuramidase C",4069,NCBI Gene
LYZ,lysozyme C,4069,NCBI Gene
LYZ,LZM,4069,NCBI Gene
LYZ,LYZF1,4069,NCBI Gene
LYZ,AMYLD5,4069,NCBI Gene
LYZ,lysozyme,4069,NCBI Gene
LYZ,lysozyme (renal amyloidosis),6740,HGNC
LYZ,renal amyloidosis,6740,HGNC
LYZ,lysozyme,6740,HGNC
LZTR1,leucine zipper like post translational regulator 1,6742,HGNC
LZTR1,LZTR-1,6742,HGNC
LZTR1,BTBD29,6742,HGNC
LZTR1,leucine-zipper-like transcriptional regulator 1,6742,HGNC
LZTR1,leucine zipper like transcription regulator 1,6742,HGNC
LZTR1,leucine zipper like post translational regulator 1,8216,NCBI Gene
LZTR1,BTBD29,8216,NCBI Gene
LZTR1,LZTR-1,8216,NCBI Gene
LZTR1,NS10,8216,NCBI Gene
LZTR1,NS2,8216,NCBI Gene
LZTR1,SWNTS2,8216,NCBI Gene
LZTR1,leucine-zipper-like transcriptional regulator 1,8216,NCBI Gene
LZTR1,epididymis secretory sperm binding protein,8216,NCBI Gene
LZTR1,leucine zipper like transcription regulator 1,8216,NCBI Gene
LZTR1,leucine zipper like post translational regulator 1,ENSG00000099949,Ensembl
LZTR1,BTBD29,ENSG00000099949,Ensembl
LZTR1,LZTR-1,ENSG00000099949,Ensembl
M6PR,"mannose-6-phosphate receptor, cation dependent",4074,NCBI Gene
M6PR,CD-M6PR,4074,NCBI Gene
M6PR,CD-MPR,4074,NCBI Gene
M6PR,MPR 46,4074,NCBI Gene
M6PR,MPR-46,4074,NCBI Gene
M6PR,MPR46,4074,NCBI Gene
M6PR,SMPR,4074,NCBI Gene
M6PR,cation-dependent mannose-6-phosphate receptor,4074,NCBI Gene
M6PR,46-kDa mannose 6-phosphate receptor,4074,NCBI Gene
M6PR,CD Man-6-P receptor,4074,NCBI Gene
M6PR,"Mr 46,000 Man6PR",4074,NCBI Gene
M6PR,small mannose 6-phosphate receptor,4074,NCBI Gene
M6PR,"mannose-6-phosphate receptor, cation dependent",ENSG00000003056,Ensembl
M6PR,CD-M6PR,ENSG00000003056,Ensembl
M6PR,CD-MPR,ENSG00000003056,Ensembl
M6PR,mannose-6-phosphate receptor (cation dependent),6752,HGNC
M6PR,CD-M6PR,6752,HGNC
M6PR,CD-MPR,6752,HGNC
M6PR,"mannose-6-phosphate receptor, cation dependent",6752,HGNC
MAD1L1,TXBP181,ENSG00000002822,Ensembl
MAD1L1,TP53I9,ENSG00000002822,Ensembl
MAD1L1,PIG9,ENSG00000002822,Ensembl
MAD1L1,MAD1,ENSG00000002822,Ensembl
MAD1L1,HsMAD1,ENSG00000002822,Ensembl
MAD1L1,mitotic arrest deficient 1 like 1,ENSG00000002822,Ensembl
MAD1L1,tumor protein p53 inducible protein 9,8379,NCBI Gene
MAD1L1,tax-binding protein 181,8379,NCBI Gene
MAD1L1,"mitotic-arrest deficient 1, yeast, homolog-like 1",8379,NCBI Gene
MAD1L1,mitotic checkpoint MAD1 protein homolog,8379,NCBI Gene
MAD1L1,mitotic arrest deficient 1-like protein 1,8379,NCBI Gene
MAD1L1,MAD1-like protein 1,8379,NCBI Gene
MAD1L1,MAD1 mitotic arrest deficient like 1,8379,NCBI Gene
MAD1L1,mitotic spindle assembly checkpoint protein MAD1,8379,NCBI Gene
MAD1L1,TXBP181,8379,NCBI Gene
MAD1L1,TP53I9,8379,NCBI Gene
MAD1L1,PIG9,8379,NCBI Gene
MAD1L1,MVA7,8379,NCBI Gene
MAD1L1,MAD1,8379,NCBI Gene
MAD1L1,mitotic arrest deficient 1 like 1,8379,NCBI Gene
MAD1L1,MAD1 mitotic arrest deficient like 1,6762,HGNC
MAD1L1,MAD1 mitotic arrest deficient-like 1 (yeast),6762,HGNC
MAD1L1,"MAD1 (mitotic arrest deficient, yeast, homolog)-like 1",6762,HGNC
MAD1L1,TP53I9,6762,HGNC
MAD1L1,PIG9,6762,HGNC
MAD1L1,MAD1,6762,HGNC
MAD1L1,TXBP181,6762,HGNC
MAD1L1,HsMAD1,6762,HGNC
MAD1L1,mitotic arrest deficient 1 like 1,6762,HGNC
MAD2L1,MAD2,ENSG00000164109,Ensembl
MAD2L1,HSMAD2,ENSG00000164109,Ensembl
MAD2L1,mitotic arrest deficient 2 like 1,ENSG00000164109,Ensembl
MAD2L1,"mitotic arrest deficient, yeast, homolog-like 1",4085,NCBI Gene
MAD2L1,mitotic arrest deficient 2-like protein 1,4085,NCBI Gene
MAD2L1,MAD2-like protein 1,4085,NCBI Gene
MAD2L1,MAD2 mitotic arrest deficient-like 1,4085,NCBI Gene
MAD2L1,"MAD2 (mitotic arrest deficient, yeast, homolog)-like 1",4085,NCBI Gene
MAD2L1,mitotic spindle assembly checkpoint protein MAD2A,4085,NCBI Gene
MAD2L1,MAD2,4085,NCBI Gene
MAD2L1,HSMAD2,4085,NCBI Gene
MAD2L1,mitotic arrest deficient 2 like 1,4085,NCBI Gene
MAD2L1,"MAD2 (mitotic arrest deficient, yeast, homolog)-like 1",6763,HGNC
MAD2L1,HSMAD2,6763,HGNC
MAD2L1,MAD2,6763,HGNC
MAD2L1,mitotic arrest deficient 2 like 1,6763,HGNC
MAD2L2,mitotic arrest deficient 2 like 2,10459,NCBI Gene
MAD2L2,"MAD2 (mitotic arrest deficient, yeast, homolog)-like 2",6764,HGNC
MAD2L2,"polymerase (DNA-directed), zeta 2, accessory subunit",6764,HGNC
MAD2L2,mitotic arrest deficient homolog-like 2,6764,HGNC
MAD2L2,FANCV,6764,HGNC
MAD2L2,POLZ2,6764,HGNC
MAD2L2,REV7,6764,HGNC
MAD2L2,MAD2B,6764,HGNC
MAD2L2,mitotic arrest deficient 2 like 2,6764,HGNC
MAD2L2,FANCV,10459,NCBI Gene
MAD2L2,MAD2B,10459,NCBI Gene
MAD2L2,POLZ2,10459,NCBI Gene
MAD2L2,REV7,10459,NCBI Gene
MAD2L2,mitotic spindle assembly checkpoint protein MAD2B,10459,NCBI Gene
MAD2L2,"MAD2 (mitotic arrest deficient, yeast, homolog)-like 2",10459,NCBI Gene
MAD2L2,MAD2 mitotic arrest deficient-like 2,10459,NCBI Gene
MAD2L2,MAD2-like protein 2,10459,NCBI Gene
MAD2L2,REV7 homolog,10459,NCBI Gene
MAD2L2,hREV7,10459,NCBI Gene
MAD2L2,mitotic arrest deficient 2-like protein 2,10459,NCBI Gene
MAD2L2,mitotic arrest deficient homolog-like 2,10459,NCBI Gene
MAD2L2,"polymerase (DNA-directed), zeta 2, accessory subunit",10459,NCBI Gene
MAD2L2,mitotic arrest deficient 2 like 2,ENSG00000116670,Ensembl
MAD2L2,FANCV,ENSG00000116670,Ensembl
MAD2L2,MAD2B,ENSG00000116670,Ensembl
MAD2L2,POLZ2,ENSG00000116670,Ensembl
MAD2L2,REV7,ENSG00000116670,Ensembl
MADD,MAP kinase activating death domain,6766,HGNC
MADD,DENN,6766,HGNC
MADD,KIAA0358,6766,HGNC
MADD,RAB3GEP,6766,HGNC
MADD,IG20,6766,HGNC
MADD,differentially expressed in normal and neoplastic cells,6766,HGNC
MADD,Insuloma-Glucagonoma protein 20,6766,HGNC
MADD,RAB3GEP,ENSG00000110514,Ensembl
MADD,KIAA0358,ENSG00000110514,Ensembl
MADD,IG20,ENSG00000110514,Ensembl
MADD,DENN,ENSG00000110514,Ensembl
MADD,MAP kinase activating death domain,ENSG00000110514,Ensembl
MADD,rab3 GDP/GTP exchange protein,8567,NCBI Gene
MADD,insulinoma glucagonoma clone 20,8567,NCBI Gene
MADD,differentially expressed in normal and neoplastic cells,8567,NCBI Gene
MADD,Rab3 GDP/GTP exchange factor,8567,NCBI Gene
MADD,Insuloma-Glucagonoma protein 20,8567,NCBI Gene
MADD,MAP kinase-activating death domain protein,8567,NCBI Gene
MADD,RabGEF,8567,NCBI Gene
MADD,RAB3GEP,8567,NCBI Gene
MADD,NEDDISH,8567,NCBI Gene
MADD,IG20,8567,NCBI Gene
MADD,DENN,8567,NCBI Gene
MADD,DEEAH,8567,NCBI Gene
MADD,MAP kinase activating death domain,8567,NCBI Gene
MADD,MAP-kinase activating death domain,6766,HGNC
MAF,CTRCT21,4094,NCBI Gene
MAF,CCA4,4094,NCBI Gene
MAF,AYGRP,4094,NCBI Gene
MAF,MAF bZIP transcription factor,4094,NCBI Gene
MAF,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog,6776,HGNC
MAF,c-MAF,6776,HGNC
MAF,MAF bZIP transcription factor,6776,HGNC
MAF,c-MAF,ENSG00000178573,Ensembl
